,School Name,Cohort Year,Cohort Category,Demographic,Total Cohort Num,Total Grads Num,Total Grads Pct of cohort
8004,BRONX REGIONAL HIGH SCHOOL,2004,4 Year  June,Female,66,22,33.30%
8005,BRONX REGIONAL HIGH SCHOOL,2004,5 Year,Female,88,44,50.00%
8006,BRONX REGIONAL HIGH SCHOOL,2004,6 Year,Female,96,57,59.40%
8007,BRONX REGIONAL HIGH SCHOOL,2005,4 Year  June,Female,70,21,30.00%
8008,BRONX REGIONAL HIGH SCHOOL,2005,4 Year August,Female,70,22,31.40%
8009,BRONX REGIONAL HIGH SCHOOL,2005,5 Year,Female,77,47,61.00%
8010,BRONX REGIONAL HIGH SCHOOL,2005,6 Year,Female,80,50,62.50%
8011,BRONX REGIONAL HIGH SCHOOL,2006,4 Year  June,Female,63,21,33.30%
8012,BRONX REGIONAL HIGH SCHOOL,2006,4 Year August,Female,63,21,33.30%
8013,BRONX REGIONAL HIGH SCHOOL,2006,5 Year  June,Female,102,36,35.30%
8014,BRONX REGIONAL HIGH SCHOOL,2006,5 Year August,Female,102,37,36.30%
8015,BRONX REGIONAL HIGH SCHOOL,2007,4 Year  June,Female,102,21,20.60%
8016,BRONX REGIONAL HIGH SCHOOL,2007,4 Year August,Female,102,24,23.50%
8017,BRONX REGIONAL HIGH SCHOOL,2001,4 Year  June,Male,72,6,8.30%
8018,BRONX REGIONAL HIGH SCHOOL,2001,5 Year,Male,72,19,26.40%
8019,BRONX REGIONAL HIGH SCHOOL,2001,6 Year,Male,72,32,44.40%
8020,BRONX REGIONAL HIGH SCHOOL,2002,4 Year  June,Male,58,5,8.60%
8021,BRONX REGIONAL HIGH SCHOOL,2002,5 Year,Male,58,21,36.20%
8022,BRONX REGIONAL HIGH SCHOOL,2002,6 Year,Male,58,26,44.80%
8023,BRONX REGIONAL HIGH SCHOOL,2003,4 Year  June,Male,40,3,7.50%
8024,BRONX REGIONAL HIGH SCHOOL,2003,5 Year,Male,40,11,27.50%
8025,BRONX REGIONAL HIGH SCHOOL,2003,6 Year,Male,45,20,44.40%
8026,BRONX REGIONAL HIGH SCHOOL,2004,4 Year  June,Male,44,8,18.20%
8027,BRONX REGIONAL HIGH SCHOOL,2004,5 Year,Male,61,19,31.10%
8028,BRONX REGIONAL HIGH SCHOOL,2004,6 Year,Male,65,27,41.50%
8029,BRONX REGIONAL HIGH SCHOOL,2005,4 Year  June,Male,49,5,10.20%
8030,BRONX REGIONAL HIGH SCHOOL,2005,4 Year August,Male,49,7,14.30%
8031,BRONX REGIONAL HIGH SCHOOL,2005,5 Year,Male,64,28,43.80%
8032,BRONX REGIONAL HIGH SCHOOL,2005,6 Year,Male,65,37,56.90%
8033,BRONX REGIONAL HIGH SCHOOL,2006,4 Year  June,Male,44,7,15.90%
8034,BRONX REGIONAL HIGH SCHOOL,2006,4 Year August,Male,44,7,15.90%
8035,BRONX REGIONAL HIGH SCHOOL,2006,5 Year  June,Male,75,25,33.30%
8036,BRONX REGIONAL HIGH SCHOOL,2006,5 Year August,Male,75,30,40.00%
8037,BRONX REGIONAL HIGH SCHOOL,2007,4 Year  June,Male,56,8,14.30%
8038,BRONX REGIONAL HIGH SCHOOL,2007,4 Year August,Male,56,9,16.10%
8039,HIGH SCHOOL OF WORLD CULTURES,2001,4 Year  June,Female,28,8,28.60%
8040,HIGH SCHOOL OF WORLD CULTURES,2001,5 Year,Female,28,22,78.60%
8041,HIGH SCHOOL OF WORLD CULTURES,2001,6 Year,Female,28,23,82.10%
8042,HIGH SCHOOL OF WORLD CULTURES,2002,4 Year  June,Female,25,13,52.00%
8043,HIGH SCHOOL OF WORLD CULTURES,2002,5 Year,Female,25,22,88.00%
8044,HIGH SCHOOL OF WORLD CULTURES,2002,6 Year,Female,25,22,88.00%
8045,HIGH SCHOOL OF WORLD CULTURES,2003,4 Year  June,Female,30,23,76.70%
8046,HIGH SCHOOL OF WORLD CULTURES,2003,5 Year,Female,30,26,86.70%
8047,HIGH SCHOOL OF WORLD CULTURES,2003,6 Year,Female,28,27,96.40%
8048,HIGH SCHOOL OF WORLD CULTURES,2004,4 Year  June,Female,37,26,70.30%
8049,HIGH SCHOOL OF WORLD CULTURES,2004,5 Year,Female,38,29,76.30%
8050,HIGH SCHOOL OF WORLD CULTURES,2004,6 Year,Female,37,33,89.20%
8051,HIGH SCHOOL OF WORLD CULTURES,2005,4 Year  June,Female,47,32,68.10%
8052,HIGH SCHOOL OF WORLD CULTURES,2005,4 Year August,Female,47,38,80.90%
8053,HIGH SCHOOL OF WORLD CULTURES,2005,5 Year,Female,48,42,87.50%
8054,HIGH SCHOOL OF WORLD CULTURES,2005,6 Year,Female,47,45,95.70%
8055,HIGH SCHOOL OF WORLD CULTURES,2006,4 Year  June,Female,31,21,67.70%
8056,HIGH SCHOOL OF WORLD CULTURES,2006,4 Year August,Female,31,25,80.60%
8057,HIGH SCHOOL OF WORLD CULTURES,2006,5 Year  June,Female,29,26,89.70%
8058,HIGH SCHOOL OF WORLD CULTURES,2006,5 Year August,Female,29,26,89.70%
8059,HIGH SCHOOL OF WORLD CULTURES,2007,4 Year  June,Female,43,22,51.20%
8060,HIGH SCHOOL OF WORLD CULTURES,2007,4 Year August,Female,43,30,69.80%
8061,HIGH SCHOOL OF WORLD CULTURES,2001,4 Year  June,Male,36,11,30.60%
8062,HIGH SCHOOL OF WORLD CULTURES,2001,5 Year,Male,36,21,58.30%
8063,HIGH SCHOOL OF WORLD CULTURES,2001,6 Year,Male,36,25,69.40%
8064,HIGH SCHOOL OF WORLD CULTURES,2002,4 Year  June,Male,21,8,38.10%
8065,HIGH SCHOOL OF WORLD CULTURES,2002,5 Year,Male,21,19,90.50%
8066,HIGH SCHOOL OF WORLD CULTURES,2002,6 Year,Male,21,19,90.50%
8067,HIGH SCHOOL OF WORLD CULTURES,2003,4 Year  June,Male,23,14,60.90%
8068,HIGH SCHOOL OF WORLD CULTURES,2003,5 Year,Male,23,18,78.30%
8069,HIGH SCHOOL OF WORLD CULTURES,2003,6 Year,Male,24,19,79.20%
8070,HIGH SCHOOL OF WORLD CULTURES,2004,4 Year  June,Male,24,16,66.70%
8071,HIGH SCHOOL OF WORLD CULTURES,2004,5 Year,Male,22,19,86.40%
8072,HIGH SCHOOL OF WORLD CULTURES,2004,6 Year,Male,22,21,95.50%
8073,HIGH SCHOOL OF WORLD CULTURES,2005,4 Year  June,Male,44,28,63.60%
8074,HIGH SCHOOL OF WORLD CULTURES,2005,4 Year August,Male,44,35,79.50%
8075,HIGH SCHOOL OF WORLD CULTURES,2005,5 Year,Male,42,35,83.30%
8076,HIGH SCHOOL OF WORLD CULTURES,2005,6 Year,Male,42,37,88.10%
8077,HIGH SCHOOL OF WORLD CULTURES,2006,4 Year  June,Male,21,15,71.40%
8078,HIGH SCHOOL OF WORLD CULTURES,2006,4 Year August,Male,21,17,81.00%
8079,HIGH SCHOOL OF WORLD CULTURES,2006,5 Year  June,Male,21,17,81.00%
8080,HIGH SCHOOL OF WORLD CULTURES,2006,5 Year August,Male,21,18,85.70%
8081,HIGH SCHOOL OF WORLD CULTURES,2007,4 Year  June,Male,54,29,53.70%
8082,HIGH SCHOOL OF WORLD CULTURES,2007,4 Year August,Male,54,34,63.00%
8083,BRONX COALITION COMMUNITY HIGH SCHOOL,2001,4 Year  June,Female,40,18,45.00%
8084,BRONX COALITION COMMUNITY HIGH SCHOOL,2001,5 Year,Female,40,21,52.50%
8085,BRONX COALITION COMMUNITY HIGH SCHOOL,2001,6 Year,Female,40,21,52.50%
8086,BRONX COALITION COMMUNITY HIGH SCHOOL,2002,4 Year  June,Female,33,11,33.30%
8087,BRONX COALITION COMMUNITY HIGH SCHOOL,2002,5 Year,Female,33,17,51.50%
8088,BRONX COALITION COMMUNITY HIGH SCHOOL,2002,6 Year,Female,33,19,57.60%
8089,BRONX COALITION COMMUNITY HIGH SCHOOL,2003,4 Year  June,Female,39,17,43.60%
8090,BRONX COALITION COMMUNITY HIGH SCHOOL,2003,5 Year,Female,39,22,56.40%
8091,BRONX COALITION COMMUNITY HIGH SCHOOL,2003,6 Year,Female,41,25,61.00%
8092,BRONX COALITION COMMUNITY HIGH SCHOOL,2004,4 Year  June,Female,29,13,44.80%
8093,BRONX COALITION COMMUNITY HIGH SCHOOL,2004,5 Year,Female,29,16,55.20%
8094,BRONX COALITION COMMUNITY HIGH SCHOOL,2004,6 Year,Female,29,16,55.20%
8095,BRONX COALITION COMMUNITY HIGH SCHOOL,2005,4 Year  June,Female,28,14,50.00%
8096,BRONX COALITION COMMUNITY HIGH SCHOOL,2005,4 Year August,Female,28,15,53.60%
8097,BRONX COALITION COMMUNITY HIGH SCHOOL,2005,5 Year,Female,28,17,60.70%
8098,BRONX COALITION COMMUNITY HIGH SCHOOL,2005,6 Year,Female,28,21,75.00%
8099,BRONX COALITION COMMUNITY HIGH SCHOOL,2006,4 Year  June,Female,24,14,58.30%
8100,BRONX COALITION COMMUNITY HIGH SCHOOL,2006,4 Year August,Female,24,14,58.30%
8101,BRONX COALITION COMMUNITY HIGH SCHOOL,2006,5 Year  June,Female,23,15,65.20%
8102,BRONX COALITION COMMUNITY HIGH SCHOOL,2006,5 Year August,Female,23,15,65.20%
8103,BRONX COALITION COMMUNITY HIGH SCHOOL,2007,4 Year  June,Female,16, s ,s
8104,BRONX COALITION COMMUNITY HIGH SCHOOL,2007,4 Year August,Female,16, s ,s
8105,BRONX COALITION COMMUNITY HIGH SCHOOL,2001,4 Year  June,Male,57,29,50.90%
8106,BRONX COALITION COMMUNITY HIGH SCHOOL,2001,5 Year,Male,57,31,54.40%
8107,BRONX COALITION COMMUNITY HIGH SCHOOL,2001,6 Year,Male,57,32,56.10%
8108,BRONX COALITION COMMUNITY HIGH SCHOOL,2002,4 Year  June,Male,60,18,30.00%
8109,BRONX COALITION COMMUNITY HIGH SCHOOL,2002,5 Year,Male,60,29,48.30%
8110,BRONX COALITION COMMUNITY HIGH SCHOOL,2002,6 Year,Male,60,31,51.70%
8111,BRONX COALITION COMMUNITY HIGH SCHOOL,2003,4 Year  June,Male,63,24,38.10%
8112,BRONX COALITION COMMUNITY HIGH SCHOOL,2003,5 Year,Male,63,32,50.80%
8113,BRONX COALITION COMMUNITY HIGH SCHOOL,2003,6 Year,Male,67,35,52.20%
8114,BRONX COALITION COMMUNITY HIGH SCHOOL,2004,4 Year  June,Male,73,31,42.50%
8115,BRONX COALITION COMMUNITY HIGH SCHOOL,2004,5 Year,Male,68,41,60.30%
8116,BRONX COALITION COMMUNITY HIGH SCHOOL,2004,6 Year,Male,67,42,62.70%
8117,BRONX COALITION COMMUNITY HIGH SCHOOL,2005,4 Year  June,Male,79,35,44.30%
8118,BRONX COALITION COMMUNITY HIGH SCHOOL,2005,4 Year August,Male,79,38,48.10%
8119,BRONX COALITION COMMUNITY HIGH SCHOOL,2005,5 Year,Male,77,46,59.70%
8120,BRONX COALITION COMMUNITY HIGH SCHOOL,2005,6 Year,Male,76,52,68.40%
8121,BRONX COALITION COMMUNITY HIGH SCHOOL,2006,4 Year  June,Male,75,36,48.00%
8122,BRONX COALITION COMMUNITY HIGH SCHOOL,2006,4 Year August,Male,75,36,48.00%
8123,BRONX COALITION COMMUNITY HIGH SCHOOL,2006,5 Year  June,Male,76,49,64.50%
8124,BRONX COALITION COMMUNITY HIGH SCHOOL,2006,5 Year August,Male,76,51,67.10%
8125,BRONX COALITION COMMUNITY HIGH SCHOOL,2007,4 Year  June,Male,43,27,62.80%
8126,BRONX COALITION COMMUNITY HIGH SCHOOL,2007,4 Year August,Male,43,27,62.80%
8127,FANNIE LOU HAMER FREEDOM SCHOOL,2001,4 Year  June,Female,54,37,68.50%
8128,FANNIE LOU HAMER FREEDOM SCHOOL,2001,5 Year,Female,54,39,72.20%
8129,FANNIE LOU HAMER FREEDOM SCHOOL,2001,6 Year,Female,54,39,72.20%
8130,FANNIE LOU HAMER FREEDOM SCHOOL,2002,4 Year  June,Female,44,29,65.90%
8131,FANNIE LOU HAMER FREEDOM SCHOOL,2002,5 Year,Female,44,31,70.50%
8132,FANNIE LOU HAMER FREEDOM SCHOOL,2002,6 Year,Female,44,31,70.50%
8133,FANNIE LOU HAMER FREEDOM SCHOOL,2003,4 Year  June,Female,64,42,65.60%
8134,FANNIE LOU HAMER FREEDOM SCHOOL,2003,5 Year,Female,64,46,71.90%
8135,FANNIE LOU HAMER FREEDOM SCHOOL,2003,6 Year,Female,66,46,69.70%
8136,FANNIE LOU HAMER FREEDOM SCHOOL,2004,4 Year  June,Female,49,35,71.40%
8137,FANNIE LOU HAMER FREEDOM SCHOOL,2004,5 Year,Female,51,38,74.50%
8138,FANNIE LOU HAMER FREEDOM SCHOOL,2004,6 Year,Female,51,38,74.50%
8139,FANNIE LOU HAMER FREEDOM SCHOOL,2005,4 Year  June,Female,58,45,77.60%
8140,FANNIE LOU HAMER FREEDOM SCHOOL,2005,4 Year August,Female,58,45,77.60%
8141,FANNIE LOU HAMER FREEDOM SCHOOL,2005,5 Year,Female,57,46,80.70%
8142,FANNIE LOU HAMER FREEDOM SCHOOL,2005,6 Year,Female,56,46,82.10%
8143,FANNIE LOU HAMER FREEDOM SCHOOL,2006,4 Year  June,Female,60,40,66.70%
8144,FANNIE LOU HAMER FREEDOM SCHOOL,2006,4 Year August,Female,60,40,66.70%
8145,FANNIE LOU HAMER FREEDOM SCHOOL,2006,5 Year  June,Female,59,45,76.30%
8146,FANNIE LOU HAMER FREEDOM SCHOOL,2006,5 Year August,Female,59,46,78.00%
8147,FANNIE LOU HAMER FREEDOM SCHOOL,2007,4 Year  June,Female,71,44,62.00%
8148,FANNIE LOU HAMER FREEDOM SCHOOL,2007,4 Year August,Female,71,45,63.40%
8149,FANNIE LOU HAMER FREEDOM SCHOOL,2001,4 Year  June,Male,27,12,44.40%
8150,FANNIE LOU HAMER FREEDOM SCHOOL,2001,5 Year,Male,27,13,48.10%
8151,FANNIE LOU HAMER FREEDOM SCHOOL,2001,6 Year,Male,27,13,48.10%
8152,FANNIE LOU HAMER FREEDOM SCHOOL,2002,4 Year  June,Male,37,20,54.10%
8153,FANNIE LOU HAMER FREEDOM SCHOOL,2002,5 Year,Male,37,21,56.80%
8154,FANNIE LOU HAMER FREEDOM SCHOOL,2002,6 Year,Male,37,23,62.20%
8155,FANNIE LOU HAMER FREEDOM SCHOOL,2003,4 Year  June,Male,69,33,47.80%
8156,FANNIE LOU HAMER FREEDOM SCHOOL,2003,5 Year,Male,69,40,58.00%
8157,FANNIE LOU HAMER FREEDOM SCHOOL,2003,6 Year,Male,68,45,66.20%
8158,FANNIE LOU HAMER FREEDOM SCHOOL,2004,4 Year  June,Male,44,28,63.60%
8159,FANNIE LOU HAMER FREEDOM SCHOOL,2004,5 Year,Male,46,33,71.70%
8160,FANNIE LOU HAMER FREEDOM SCHOOL,2004,6 Year,Male,45,34,75.60%
8161,FANNIE LOU HAMER FREEDOM SCHOOL,2005,4 Year  June,Male,47,24,51.10%
8162,FANNIE LOU HAMER FREEDOM SCHOOL,2005,4 Year August,Male,47,24,51.10%
8163,FANNIE LOU HAMER FREEDOM SCHOOL,2005,5 Year,Male,45,26,57.80%
8164,FANNIE LOU HAMER FREEDOM SCHOOL,2005,6 Year,Male,44,27,61.40%
8165,FANNIE LOU HAMER FREEDOM SCHOOL,2006,4 Year  June,Male,59,32,54.20%
8166,FANNIE LOU HAMER FREEDOM SCHOOL,2006,4 Year August,Male,59,35,59.30%
8167,FANNIE LOU HAMER FREEDOM SCHOOL,2006,5 Year  June,Male,57,41,71.90%
8168,FANNIE LOU HAMER FREEDOM SCHOOL,2006,5 Year August,Male,57,41,71.90%
8169,FANNIE LOU HAMER FREEDOM SCHOOL,2007,4 Year  June,Male,62,35,56.50%
8170,FANNIE LOU HAMER FREEDOM SCHOOL,2007,4 Year August,Male,62,35,56.50%
8171,WINGS ACADEMY,2001,4 Year  June,Female,46,22,47.80%
8172,WINGS ACADEMY,2001,5 Year,Female,46,33,71.70%
8173,WINGS ACADEMY,2001,6 Year,Female,46,36,78.30%
8174,WINGS ACADEMY,2002,4 Year  June,Female,47,32,68.10%
8175,WINGS ACADEMY,2002,5 Year,Female,47,38,80.90%
8176,WINGS ACADEMY,2002,6 Year,Female,47,38,80.90%
8177,WINGS ACADEMY,2003,4 Year  June,Female,59,35,59.30%
8178,WINGS ACADEMY,2003,5 Year,Female,59,42,71.20%
8179,WINGS ACADEMY,2003,6 Year,Female,58,43,74.10%
8180,WINGS ACADEMY,2004,4 Year  June,Female,63,36,57.10%
8181,WINGS ACADEMY,2004,5 Year,Female,61,43,70.50%
8182,WINGS ACADEMY,2004,6 Year,Female,62,45,72.60%
8183,WINGS ACADEMY,2005,4 Year  June,Female,67,45,67.20%
8184,WINGS ACADEMY,2005,4 Year August,Female,67,52,77.60%
8185,WINGS ACADEMY,2005,5 Year,Female,66,55,83.30%
8186,WINGS ACADEMY,2005,6 Year,Female,66,58,87.90%
8187,WINGS ACADEMY,2006,4 Year  June,Female,57,39,68.40%
8188,WINGS ACADEMY,2006,4 Year August,Female,57,41,71.90%
8189,WINGS ACADEMY,2006,5 Year  June,Female,56,43,76.80%
8190,WINGS ACADEMY,2006,5 Year August,Female,56,43,76.80%
8191,WINGS ACADEMY,2007,4 Year  June,Female,73,40,54.80%
8192,WINGS ACADEMY,2007,4 Year August,Female,73,48,65.80%
8193,WINGS ACADEMY,2001,4 Year  June,Male,37,15,40.50%
8194,WINGS ACADEMY,2001,5 Year,Male,37,19,51.40%
8195,WINGS ACADEMY,2001,6 Year,Male,37,20,54.10%
8196,WINGS ACADEMY,2002,4 Year  June,Male,42,19,45.20%
8197,WINGS ACADEMY,2002,5 Year,Male,42,24,57.10%
8198,WINGS ACADEMY,2002,6 Year,Male,42,28,66.70%
8199,WINGS ACADEMY,2003,4 Year  June,Male,60,23,38.30%
8200,WINGS ACADEMY,2003,5 Year,Male,60,33,55.00%
8201,WINGS ACADEMY,2003,6 Year,Male,59,34,57.60%
8202,WINGS ACADEMY,2004,4 Year  June,Male,66,33,50.00%
8203,WINGS ACADEMY,2004,5 Year,Male,65,41,63.10%
8204,WINGS ACADEMY,2004,6 Year,Male,64,41,64.10%
8205,WINGS ACADEMY,2005,4 Year  June,Male,55,34,61.80%
8206,WINGS ACADEMY,2005,4 Year August,Male,55,38,69.10%
8207,WINGS ACADEMY,2005,5 Year,Male,56,40,71.40%
8208,WINGS ACADEMY,2005,6 Year,Male,56,41,73.20%
8209,WINGS ACADEMY,2006,4 Year  June,Male,59,38,64.40%
8210,WINGS ACADEMY,2006,4 Year August,Male,59,41,69.50%
8211,WINGS ACADEMY,2006,5 Year  June,Male,58,42,72.40%
8212,WINGS ACADEMY,2006,5 Year August,Male,58,42,72.40%
8213,WINGS ACADEMY,2007,4 Year  June,Male,66,24,36.40%
8214,WINGS ACADEMY,2007,4 Year August,Male,66,33,50.00%
8215,MONROE ACADEMY FOR BUSINESS/LAW,2001,4 Year  June,Female,55,21,38.20%
8216,MONROE ACADEMY FOR BUSINESS/LAW,2001,5 Year,Female,55,34,61.80%
8217,MONROE ACADEMY FOR BUSINESS/LAW,2001,6 Year,Female,55,38,69.10%
8218,MONROE ACADEMY FOR BUSINESS/LAW,2002,4 Year  June,Female,50,26,52.00%
8219,MONROE ACADEMY FOR BUSINESS/LAW,2002,5 Year,Female,50,32,64.00%
8220,MONROE ACADEMY FOR BUSINESS/LAW,2002,6 Year,Female,50,32,64.00%
8221,MONROE ACADEMY FOR BUSINESS/LAW,2003,4 Year  June,Female,75,40,53.30%
8222,MONROE ACADEMY FOR BUSINESS/LAW,2003,5 Year,Female,75,54,72.00%
8223,MONROE ACADEMY FOR BUSINESS/LAW,2003,6 Year,Female,75,56,74.70%
8224,MONROE ACADEMY FOR BUSINESS/LAW,2004,4 Year  June,Female,57,31,54.40%
8225,MONROE ACADEMY FOR BUSINESS/LAW,2004,5 Year,Female,62,39,62.90%
8226,MONROE ACADEMY FOR BUSINESS/LAW,2004,6 Year,Female,61,40,65.60%
8227,MONROE ACADEMY FOR BUSINESS/LAW,2005,4 Year  June,Female,62,33,53.20%
8228,MONROE ACADEMY FOR BUSINESS/LAW,2005,4 Year August,Female,62,36,58.10%
8229,MONROE ACADEMY FOR BUSINESS/LAW,2005,5 Year,Female,62,41,66.10%
8230,MONROE ACADEMY FOR BUSINESS/LAW,2005,6 Year,Female,61,42,68.90%
8231,MONROE ACADEMY FOR BUSINESS/LAW,2006,4 Year  June,Female,62,35,56.50%
8232,MONROE ACADEMY FOR BUSINESS/LAW,2006,4 Year August,Female,62,38,61.30%
8233,MONROE ACADEMY FOR BUSINESS/LAW,2006,5 Year  June,Female,65,40,61.50%
8234,MONROE ACADEMY FOR BUSINESS/LAW,2006,5 Year August,Female,65,40,61.50%
8235,MONROE ACADEMY FOR BUSINESS/LAW,2007,4 Year  June,Female,52,20,38.50%
8236,MONROE ACADEMY FOR BUSINESS/LAW,2007,4 Year August,Female,52,25,48.10%
8237,MONROE ACADEMY FOR BUSINESS/LAW,2001,4 Year  June,Male,51,16,31.40%
8238,MONROE ACADEMY FOR BUSINESS/LAW,2001,5 Year,Male,51,22,43.10%
8239,MONROE ACADEMY FOR BUSINESS/LAW,2001,6 Year,Male,51,23,45.10%
8240,MONROE ACADEMY FOR BUSINESS/LAW,2002,4 Year  June,Male,51,18,35.30%
8241,MONROE ACADEMY FOR BUSINESS/LAW,2002,5 Year,Male,51,25,49.00%
8242,MONROE ACADEMY FOR BUSINESS/LAW,2002,6 Year,Male,51,26,51.00%
8243,MONROE ACADEMY FOR BUSINESS/LAW,2003,4 Year  June,Male,64,21,32.80%
8244,MONROE ACADEMY FOR BUSINESS/LAW,2003,5 Year,Male,64,27,42.20%
8245,MONROE ACADEMY FOR BUSINESS/LAW,2003,6 Year,Male,67,32,47.80%
8246,MONROE ACADEMY FOR BUSINESS/LAW,2004,4 Year  June,Male,54,18,33.30%
8247,MONROE ACADEMY FOR BUSINESS/LAW,2004,5 Year,Male,60,27,45.00%
8248,MONROE ACADEMY FOR BUSINESS/LAW,2004,6 Year,Male,59,30,50.80%
8249,MONROE ACADEMY FOR BUSINESS/LAW,2005,4 Year  June,Male,78,35,44.90%
8250,MONROE ACADEMY FOR BUSINESS/LAW,2005,4 Year August,Male,78,38,48.70%
8251,MONROE ACADEMY FOR BUSINESS/LAW,2005,5 Year,Male,79,42,53.20%
8252,MONROE ACADEMY FOR BUSINESS/LAW,2005,6 Year,Male,79,47,59.50%
8253,MONROE ACADEMY FOR BUSINESS/LAW,2006,4 Year  June,Male,75,30,40.00%
8254,MONROE ACADEMY FOR BUSINESS/LAW,2006,4 Year August,Male,75,35,46.70%
8255,MONROE ACADEMY FOR BUSINESS/LAW,2006,5 Year  June,Male,74,37,50.00%
8256,MONROE ACADEMY FOR BUSINESS/LAW,2006,5 Year August,Male,74,37,50.00%
8257,MONROE ACADEMY FOR BUSINESS/LAW,2007,4 Year  June,Male,65,19,29.20%
8258,MONROE ACADEMY FOR BUSINESS/LAW,2007,4 Year August,Male,65,25,38.50%
8259,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2001,4 Year  June,Female,34,8,23.50%
8260,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2001,5 Year,Female,34,16,47.10%
8261,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2001,6 Year,Female,34,20,58.80%
8262,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2002,4 Year  June,Female,44,16,36.40%
8263,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2002,5 Year,Female,44,28,63.60%
8264,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2002,6 Year,Female,44,31,70.50%
8265,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2003,4 Year  June,Female,55,19,34.50%
8266,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2003,5 Year,Female,55,25,45.50%
8267,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2003,6 Year,Female,56,26,46.40%
8268,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2004,4 Year  June,Female,42,21,50.00%
8269,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2004,5 Year,Female,41,24,58.50%
8270,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2004,6 Year,Female,43,26,60.50%
8271,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2005,4 Year  June,Female,46,14,30.40%
8272,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2005,4 Year August,Female,46,23,50.00%
8273,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2005,5 Year,Female,47,25,53.20%
8274,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2005,6 Year,Female,47,27,57.40%
8275,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2006,4 Year  June,Female,61,29,47.50%
8276,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2006,4 Year August,Female,61,29,47.50%
8277,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2006,5 Year  June,Female,58,32,55.20%
8278,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2006,5 Year August,Female,58,37,63.80%
8279,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2007,4 Year  June,Female,63,28,44.40%
8280,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2007,4 Year August,Female,63,37,58.70%
8281,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2001,4 Year  June,Male,46,12,26.10%
8282,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2001,5 Year,Male,46,20,43.50%
8283,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2001,6 Year,Male,46,23,50.00%
8284,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2002,4 Year  June,Male,61,22,36.10%
8285,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2002,5 Year,Male,61,32,52.50%
8286,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2002,6 Year,Male,61,32,52.50%
8287,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2003,4 Year  June,Male,62,20,32.30%
8288,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2003,5 Year,Male,62,26,41.90%
8289,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2003,6 Year,Male,63,33,52.40%
8290,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2004,4 Year  June,Male,44,11,25.00%
8291,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2004,5 Year,Male,45,23,51.10%
8292,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2004,6 Year,Male,46,25,54.30%
8293,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2005,4 Year  June,Male,72,19,26.40%
8294,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2005,4 Year August,Male,72,25,34.70%
8295,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2005,5 Year,Male,71,35,49.30%
8296,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2005,6 Year,Male,70,40,57.10%
8297,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2006,4 Year  June,Male,51,24,47.10%
8298,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2006,4 Year August,Male,51,26,51.00%
8299,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2006,5 Year  June,Male,53,29,54.70%
8300,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2006,5 Year August,Male,53,29,54.70%
8301,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2007,4 Year  June,Male,44,13,29.50%
8302,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2007,4 Year August,Male,44,14,31.80%
